title,website,date,contributors,slug,images,proteins,products,business,finance_type,regions,location,description,body,ID,image_caption,crunchbase,facebook,instagram,linkedin,twitter,youtube,country,city,country_code,founded,founders
"Celltainer Biotech",https://celltainer.com/,2021-01-25T11:38:03-0500,,/directory/celltainer-biotech,https://www.proteinreport.org/sites/default/files/2021-01/celltrainer-logo.png,"Cell-Based, Plant-Based, Microbial, Fungi","Technology &amp; Equipment",Production,,Europe,"<p class=""address"" translate=""no""><span class=""address-line1"">Bothoekweg</span><br>
<span class=""postal-code"">7115 AK</span> <span class=""locality"">Winterswijk Brinkheurne</span><br>
<span class=""country"">Netherlands</span></p>","A life science equipment company that focuses on single-use systems for microbial and cell culture. Celltainer Biotech designs and developes multi-purpose, single-use bioreactors, suitable for microbial fermentation as well as for fragile cells. The CELL-tainer® makes use of a unique patented 2-dimensional movement principle that ensures high mass transfer at optimal agitation. This technology, combined with a unique bag design, results in high-performance bioprocessing with improved productivity for a wide range of applications.","<p>A life science equipment company that focuses on single-use systems for microbial and cell culture. Celltainer Biotech designs and developes multi-purpose, single-use bioreactors, suitable for microbial fermentation as well as for fragile cells. The CELL-tainer® makes use of a unique patented 2-dimensional movement principle that ensures high mass transfer at optimal agitation. This technology, combined with a unique bag design, results in high-performance bioprocessing with improved productivity for a wide range of applications.</p>",8334,,https://www.crunchbase.com/organization/celltainer-biotech-bv,,,https://www.linkedin.com/company/celltainer.com,,,Netherlands,"Winterswijk Brinkheurne",NL,2015,"Nico Oosterhuis"
Opalia,https://www.bettermilknow.com/,2021-01-25T11:33:04-0500,,/directory/opalia,https://www.proteinreport.org/sites/default/files/2022-02/S-Ri_vt7_400x400.jpg,Cell-Based,Dairy,Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""address-line1"">Rue Dorion</span><br>
<span class=""locality"">Montréal</span> <span class=""postal-code"">H2K 4B6</span><br>
<span class=""country"">Canada</span></p>","Opalia (Previously BetterMilk) is the first Canadian company to make cow milk with mammary cells","<p>Opalia (Previously BetterMilk) is the first Canadian company to make cow milk with mammary cells</p>",8333,,,,,https://www.linkedin.com/company/opaliafoods,https://twitter.com/Opaliafoods,,Canada,Montréal,CA,2020,"Jennifer Côté, Lucas House"
"Sophie&#039;s Bionutrients",https://sophiesbionutrients.com/,2021-01-25T11:25:28-0500,,/directory/sophies-bionutrients,https://www.proteinreport.org/sites/default/files/2021-01/lg-sophie-biox2.png,"Microbial, Algae",Ingredients,Production,,Asia,"<p class=""address"" translate=""no""><span class=""address-line1"">Science Park Road</span><br>
<span class=""postal-code"">117610</span><br>
<span class=""country"">Singapore</span></p>","Sophie’s Bionutrients is on a mission to unleash the limitless possibilities of nature, restore our planet and eliminate food allergies by creating plant-based, protein-rich alternatives to meat and seafood using microalgae, the mother of all food and plant life.","<p>Sophie’s Bionutrients is on a mission to unleash the limitless possibilities of nature, restore our planet and eliminate food allergies by creating plant-based, protein-rich alternatives to meat and seafood using microalgae, the mother of all food and plant life.</p>",8332,,,,,https://www.linkedin.com/company/sophie-s-bionutrients,,,Singapore,Singapore,SG,2017,"Eugene Wang, Kirin Tsuei, Barnabas Chan"
"Juicy Marbles",https://www.juicymarbles.com/,2021-01-25T11:17:57-0500,,/directory/juicy-marbles,https://www.proteinreport.org/sites/default/files/2021-03/download.png,Plant-Based,Meat,Production,,Europe,"<p class=""address"" translate=""no""><span class=""address-line1"">Šutna</span><br>
<span class=""postal-code"">1241</span> <span class=""locality"">Kamnik</span><br>
<span class=""country"">Slovenia</span></p>","Our meats are not made in a lab, nor do we print them. We created our very own Meat-o-matic Reverse Grinder™ 9000. It mimics muscle texture by layering soy protein into linear fibers. It&#039;s a simple, 100% physical process using natural ingredients. The quality of protein is key for a good and nutritious steak, so we only source the good stuff.","<p>Our meats are not made in a lab, nor do we print them. We created our very own Meat-o-matic Reverse Grinder™ 9000. It mimics muscle texture by layering soy protein into linear fibers. It&#039;s a simple, 100% physical process using natural ingredients. The quality of protein is key for a good and nutritious steak, so we only source the good stuff.</p>",8331,,,https://www.facebook.com/juicymarbles,https://www.instagram.com/juicymarbles/,https://www.linkedin.com/company/bevo-tech,,,Slovenia,Kamnik,SI,2019,"Luka Sinček, Maj Hrovat, Tilen Travnik"
"Hooked Foods",https://www.hookedfoods.com/,2021-01-25T11:12:28-0500,,/directory/hooked-foods,https://www.proteinreport.org/sites/default/files/2021-01/hooked.jpg,Plant-Based,Seafood,Production,,Europe,"<p class=""address"" translate=""no""><span class=""address-line1"">Bråvallavägen</span><br>
<span class=""postal-code"">131 47</span> <span class=""locality"">Nacka</span><br>
<span class=""country"">Sweden</span></p>","Leading the transition to a healthier seafood ecosystem by serving delicious plant-based seafood for everyone to enjoy.","<p>Leading the transition to a healthier seafood ecosystem by serving delicious plant-based seafood for everyone to enjoy.</p>",8330,,https://www.crunchbase.com/organization/hooked-foods,https://www.facebook.com/hookedfoods,https://www.instagram.com/hookedfoods/,https://www.linkedin.com/company/hooked-seafood-ab,,,Sweden,Nacka,SE,2019,"Tom Johansson, Emil Wasteson, Zhihao Liu"
CellX,https://cellx.tech/,2021-01-25T11:05:49-0500,,/directory/cellx,https://www.proteinreport.org/sites/default/files/2021-01/CellX_Logo_w1pt.png,Cell-Based,Meat,Production,,Asia,"<p class=""address"" translate=""no""><span class=""address-line1"">Zhengyi Road</span><br>
<span class=""postal-code"">100007</span><br>
<span class=""country"">China</span></p>","Cellular agriculture startup creating cell-cultivated meat products. Our goal is to provide sustainable animal protein, enhance human health, and improve animal welfare.","<p>Cellular agriculture startup creating cell-cultivated meat products. Our goal is to provide sustainable animal protein, enhance human health, and improve animal welfare.</p>",8329,,https://www.crunchbase.com/organization/cellx,,,https://www.linkedin.com/company/cellxtech,,,China,,CN,2020,"Ziliang Yang, Ran Liu"
"Green Monday Ventures",https://greenmonday.org/en/ventures/,2021-01-25T10:58:17-0500,,/directory/green-monday-ventures,https://www.proteinreport.org/sites/default/files/2021-01/green-monday-logo-2.png,,,Finance,"Venture Capital",Asia,"<p class=""address"" translate=""no""><span class=""address-line1"">Wang Yuen Street</span><br>
<span class=""country"">Hong Kong SAR China</span></p>","The “green food industry” is perhaps the most impactful and visible component in the course of the transition towards a green economy. Awareness of the impact the livestock industry has created in terms of greenhouse gas emission, water footprint and food production inefficiency as well as our health on an individual level has reached new heighs. GMV is of the view that plant-based food items are important alternatives to meat. The plant-based consumer segment is where the most ground-breaking and compelling food innovations will take place.","<p>The “green food industry” is perhaps the most impactful and visible component in the course of the transition towards a green economy. Awareness of the impact the livestock industry has created in terms of greenhouse gas emission, water footprint and food production inefficiency as well as our health on an individual level has reached new heighs. GMV is of the view that plant-based food items are important alternatives to meat. The plant-based consumer segment is where the most ground-breaking and compelling food innovations will take place.</p>",8328,,https://www.crunchbase.com/organization/green-monday,https://www.facebook.com/GreenMondayHK,https://www.instagram.com/greenmonday_official/,https://www.linkedin.com/company/green-monday-official,https://twitter.com/GreenMondayHK,https://www.youtube.com/user/GreenMondayHK,"Hong Kong SAR China",,HK,2012,"David Yeung"
"Cultured Decadence",https://www.cultureddecadence.com/,2021-01-25T10:49:31-0500,,/directory/cultured-decadence,https://www.proteinreport.org/sites/default/files/2021-01/_DDfmz_V_400x400.jpg,Cell-Based,Seafood,Production,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""locality"">Madison</span>, <span class=""postal-code"">53715</span><br>
<span class=""country"">United States</span></p>","Cultured Decadence is a cellular aquaculture startup creating novel methods to make crustacean products using cell culture and tissue engineering techniques.","<p>Cultured Decadence is a cellular aquaculture startup creating novel methods to make crustacean products using cell culture and tissue engineering techniques.</p>",8327,,https://www.crunchbase.com/organization/full-reign,,,https://www.linkedin.com/company/cultured-decadence,https://twitter.com/CulturedLobster,,"United States",Madison,US,2020,"John Pattison, Ian Johnson"
"Sustainable Food Ventures",https://www.sustainablefoodventures.com/,2021-01-12T06:47:12-0500,,/directory/sustainable-food-ventures,https://www.proteinreport.org/sites/default/files/2021-01/Sustainable.png,,,Finance,"Venture Capital","US &amp; Canada","<p class=""address"" translate=""no""><span class=""address-line1"">East Institute Drive</span><br>
<span class=""locality"">Durham</span>, <span class=""postal-code"">27703</span><br>
<span class=""country"">United States</span></p>","Our mission is to support founders developing sustainable food products and scaling profitable companies in the global $12 Trillion food and grocery retail market.
We back early stage founders building leading food companies that are: 
• Plant-based
• Cell-based
• Recombinant 
SFV will not invest in any companies involved in animal agriculture.","<p>Our mission is to support founders developing sustainable food products and scaling profitable companies in the global $12 Trillion food and grocery retail market.</p>
<p>We back early stage founders building leading food companies that are: </p>
<p>• Plant-based<br />
• Cell-based<br />
• Recombinant </p>
<p>SFV will not invest in any companies involved in animal agriculture.</p>",8229,,https://www.crunchbase.com/organization/sustainable-food-ventures,,,https://www.linkedin.com/company/sustainable-food-ventures/,https://twitter.com/SFV_RollingFund,,"United States",Durham,US,2020,"Mariliis Holm, Ryan Bethencourt"
"Cell Ag @ MIT",https://www.cellag-mit.com/,2021-01-08T11:42:37-0500,,/directory/cell-ag-mit,https://www.proteinreport.org/sites/default/files/2021-01/cellagmit.jpg,Cell-Based,,Nonprofit,,"US &amp; Canada","<p class=""address"" translate=""no""><span class=""locality"">Cambridge</span>, <span class=""postal-code"">02138</span><br>
<span class=""country"">United States</span></p>","CellAg @MIT works to spread awareness of the alternative protein field at MIT, encourage cellular agriculture research, and prepare MIT students for cellular agriculture careers. Our vision is to shape MIT as an innovation hub for cellular agriculture and an origin of world-class cellular agriculture scientists.","<p>CellAg @MIT works to spread awareness of the alternative protein field at MIT, encourage cellular agriculture research, and prepare MIT students for cellular agriculture careers. Our vision is to shape MIT as an innovation hub for cellular agriculture and an origin of world-class cellular agriculture scientists.</p>",8215,,,,https://www.instagram.com/cellag_mit/,https://www.linkedin.com/company/cell-ag-mit/,,,"United States",Cambridge,US,2020,
